"address","totalClaim","bought","gasRefund","refundedTxs","totalClaimRaw"
"0x88317874cfbfc01771cad6d10789029ce8ec9e2e","55047.444840869165","53324.047043779599","1723.397797089566",3,"55047444840869165"
"0x192f6a7e05e51a5b6167f799fc22f7b9c5dccaf9","4920.012405849142","3616.04488019117","1303.967525657972",2,"4920012405849142"
"0x00a61d30ad2c5cc3d5ada38734c980540b404184","38883.20348130672","34311.255477221304","4571.948004085416",4,"38883203481306720"
"0xb59d676f5971d86eb1ca8573b0b0102c8deb6851","20919.973021702977","20318.539085746256","601.433935956721",1,"20919973021702977"
"0x3c37c0738c273756d508ebef1010a77f9a1bd181","11263.500267079953","10000.0","1263.500267079953",1,"11263500267079953"
"0x49a08f0981939669767301838566de5b1fe67633","10338.739294652248","9712.249727069035","626.489567583213",1,"10338739294652248"
"0x0c80b51912c089bea4c5dc8accba11cb0e8aaf41","12746.630648576131","8652.264502346189","4094.366146229942",4,"12746630648576131"
"0xe6cd9e35bacf53e81cc1c9ac272c4e5a02cafd7a","5344.918726101586","4805.821628905137","539.097097196449",1,"5344918726101586"
"0x56db2160eafc73050fad08fdb8159c08d11634ea","21588.007464508685","20271.441665961001","1316.565798547684",2,"21588007464508685"
"0xd9d5437eabee0cac2f4f28c993316016d745377d","2457.173930076202","1954.486119739183","502.687810337019",1,"2457173930076202"
"0xd04c527562a68943eec8766e159341005c830fa9","34912.517628989025","33723.222605996503","1189.295022992522",2,"34912517628989025"
"0x01e99b277d529bd08675294560abf604c301f278","56947.911276245997","55252.561055618907","1695.35022062709",4,"56947911276245997"
"0xfd68e3ef807230c2b7859a47c8a33e81a439bbc6","100011.640613864992","99358.084528413706","653.556085451286",1,"100011640613864992"
"0x6cdbc995a956beae9fc950490ac106f9e00476d2","24418.0145000137","23803.443809209748","614.570690803952",1,"24418014500013700"
"0x1a9ac2fd00e6ec96094549807fb96fd26ae84e2c","22269.586539650934","21016.580314700548","1253.006224950386",2,"22269586539650934"
"0xe72f5f91e693e36684270299b73575540141dd2a","69693.482764533843","68619.880722982805","1073.602041551038",1,"69693482764533843"
"0x5d38594a188ee4cd60371a33fea4da82ef9b342d","7638.086043549655","5980.230780424076","1657.855263125579",2,"7638086043549655"
"0xfab5fd0a6df3f2777bb78a3e775e9d00609a1711","103547.153266184331","100817.353609309667","2729.799656874664",3,"103547153266184331"
"0xad4489f64a8be791294116d3e99d2721c7f0a72a","69171.124559700326","66866.731687157017","2304.392872543309",4,"69171124559700326"
"0xc6d947c08ba8a703c15dcc8692ddd105ca43ff27","892656.112002795198","882930.429378674969","9725.682624120229",11,"892656112002795198"
"0x6aca5d4890ccc8a2d153bf16a9a5b0c5560a62ff","23068.767441592161","21821.073037887962","1247.694403704199",1,"23068767441592161"
"0x8fb66b276481ad68928056c1ed18c6e37f1bdb66","33884.977919792139","32711.172505651576","1173.805414140563",1,"33884977919792139"
"0xe15d89aa40ee740ab5f708d80691ea03ab1028c8","47243.088957068566","46114.216051948405","1128.872905120161",2,"47243088957068566"
"0xa186727fdaf90cd7d9972572e32c618ce04206f8","299325.364443488203","296372.793974853632","2952.570468634571",2,"299325364443488203"
"0x9c0af141661a24e2c53cb5919ef897d934b800f9","1152.075948674093","652.512054217218","499.563894456875",1,"1152075948674093"
"0x80e199bc1b92c44e015307949db4cfa4b65873d8","59454.558184634949","57191.582822596278","2262.975362038671",2,"59454558184634949"
"0x7923d1ba6e7776d5e096bdab45223eb4dae0c114","13279.339616289394","12705.603293644443","573.736322644951",1,"13279339616289394"
"0x81c3715eeb07f41ade441c2158feb98fdc138c2e","61988.097312754095","59935.138261925037","2052.959050829058",3,"61988097312754095"
